,user,date,comment
64,SPattath,12 Oct 2013 12:17 ,"This site has been tracking the cyclone from past 10 days, looks very accurate.http://www.storm2k.org/phpbb2/viewtopic.php?f=77&t=115800&start=240&st=0&sk=t&sd=a&sid=4f38e84c7aee4ddc0fa5fac305004ab1"
65,disha,12 Oct 2013 12:18 ,"Okay IMD is officially calling it as very-severe cyclonic storm. That is basically ""super"" or ""cat 5"" in colloquial term Anyway - hope and pray."
66,member_20292,12 Oct 2013 12:23 ,"fischy10/11/2013 6:57 PM GMT+0530I clicked on the front page link for ""Phailin"".....figuring it was a cute reference to the former Alaska Governor.  Obviously, this has the makings of a much larger disaster."
67,Lilo,12 Oct 2013 12:27 ,"How are low pressure system classified in India? What are the differences between low, depression and cyclone?The low pressure system over Indian region are classified based on the maximum sustained winds speed associated with the system and the pressure deficit/ number of closed isobars associated with the system. The pressure criteria is used, when the system is over land and wind criteria is used, when the system is over the sea. The system is called as low if there is one closed isobar in the interval of 2 hPa. It is called depression, if there are two closed isobars, a deep depression, if there are three closed isobars and cyclonic storm if there are four or more closed isobars. The detailed classification based on wind criteria are given in the Table below. Considering wind criteria, the system with wind speed of 17-27 knots is called as depression and the low pressure system with maximum sustained 3 minutes surface winds between 28-33 knots is called a deep depression. The system with maximum sustained 3 minutes surface winds of 34 knots or more is called as cyclonic stormWhat is the damage potential of a very severe cyclonic storm (91-119 Knots or 168-221 Kmph) and what are the suggested actions?Structures: Extensive damage to all types Kutcha houses, some damage to old badly managed Pucca structures. Potential threat from flying objects.Communication and power: Extensive uprooting of power and communication poles.Road/Rail: Disruption of rail / road link at several places.Agriculture: Extensive damage to standing crops plantations, orchards. Blowing down of Palm and Coconut trees. Uprooting of large bushy trees.Marine Interests: Phenomenal seas with wave heights more than 14m. Movement in motor boats and small ships not advisable.Coastal Zone: Storm surge up to 2 – 5 m, Inundation may extend up to 10-15 Km over specific areas. Large boats and ships may get torn from their moorings, country crafts may get detached from mooringsOverall Damage Category: ExtensiveSuggested Actions: Fishermen not to venture into sea. Evacuation from coastal areas essential. Diversion / suspension of rail traffic may be required.What is the damage potential of a super cyclonic storm 120 Knots (222 Kmph) & above? What are the suggested actions?Structures: Extensive damage to non-concrete residential and industrial building. Structural damage to concrete structures. Air full of large projectiles.Communication and power: Uprooting of power and communication poles. Total disruption of communication and power supply.Road/Rail: Extensive damage to Kutcha roads and some damage to poorly repaired pucca roads. Large scale submerging of coastal roads due to flooding and sea water inundation. Total disruption of railway and road traffic due to major damages to bridges, signals and railway tracks. Washing away of rail / road links at several places.Agriculture: Total destruction of standing crops / orchards, uprooting of large trees and blowing away of palm and coconut crowns, stripping of tree barks.Marine Interests: Phenomenal seas with wave heights more than 14m. All shipping activity unsafe.Coastal Zone: Extensive damage to port installations. Storm surge more than 5m, Inundation up to 40 Km in specific areas and extensive beach erosion. All ships torn from their moorings. Flooding of escape routes.Overall Damage Category: CatastrophicSuggested Actions: Fishermen not to venture into sea. Large scale evacuations needed. Total stoppage of rail and road traffic needed in vulnerable areas^^Disha ji,Indian IMD classification is different to Saffir-Simpson classification that US uses. So one cannot directly equate a super cyclone to be category 5 hurricane technically speaking or a very severe cyclone with cat 4 hurricane and so on..IMD FAQ page has info on Indian classification..http://www.imd.gov.in/section/nhac/dynamic/faq/FAQP.htm"
68,disha,12 Oct 2013 12:36 ,"^^ Agree. Just that sometimes you wonder when something lashes you at 220 kmph, will it lashing you at 218 kmph would have made less of a difference? I think for Indian conditions the ascending scale should be :1 - Chot lagne ki ashanka hain (you will get hurt)...4 - Marne ki ashanka hain ( most likely to die )5 - Pooch daba ke bhaag ( tuck your tail and run!!)"
69,Comer,12 Oct 2013 12:52 ,May not be strictly relevant to this but here is an account of Dr Jeff Masters flying into an hurricane and living to tell the tale:http://www.wunderground.com/resources/e ... /hugo1.asp
70,Comer,12 Oct 2013 13:00 ,"18 fishermen are stranded 4 km away from Paradip coast in Odisha as they run out of fuel. CNN IBN reporting that the government has stated it cannot rescue them because of the weather condition. Odisha TV, on the other hand, tweeted that Coast Guard personnel are trying to rescue the stranded fishermen. [UPDATE] Odisha TV just tweeted that all the 18 fishermen have been rescued by the Coast Guard.Great job Coast Guard! ‏@debabrata2008 More than 1.5 lakh people evacuated in Ganjam. Another 20000 on their way to cyclone shelter houses. Phailin landfall at 5.30 pm.Almost 2 lakh 4 lakh people evacuated. I hope it results in zero casualties as aimed. CNN-IBN News ‏Over 3,60,000 people have been evacuated from four districts of Odisha and more than 85,000 from Andhra Pradesh: NDMA #Phailin"
71,harbans,12 Oct 2013 13:30 ,Some fishermen ventured to sea despite advisories asking them not to. Now the CG will have to risk their men to try and save these folks. Some news channels there were locals right at the beach near ground zero saying they are having fun! There is a culture of safety that is sorely lacking and must be tackled.
72,Comer,12 Oct 2013 13:35 ,^^ True. When I was in Goa I saw the lifeguards shouting hoarse for more than 1/2 hour using bullhorns to evict people from swimming in dangerous waters. Some were found to be arguing with the lifeguards. Same people will turn around and complain that Govt is not caring. Lots of attitude change required.
73,Lilo,12 Oct 2013 14:26 ,"Latest update from IMD of 14:00 IST.Eye situated 150 km SE of Gopalpur and 160km east-south east of KalingapatnamTime of issue: 1300 hours IST Dated: 12-10-2013(Red Message)Bulletin No.: BOB 04/2013/31Sub: Very Severe Cyclonic Storm ‘PHAILIN’ over westcentral & adjoining northwest Bay of Bengal: Cyclone Warning for North Andhra Pradesh and Odisha Coast.The very severe cyclonic storm, PHAILIN over westcentral & adjoining northwest Bay of Bengal moved northwestwards during past 6 hours with a speed of 15 kmph and lay centred at 1130 hrs IST of today, the 12 th October 2013 over westcentral & adjoining northwest Bay of Bengal near latitude 18.1 0 N and longitude 85.7 0 E, about 150 km southeast of Gopalpur, 160 km east-southeast of Kalingapatnam and 260 km southeast of Paradip. It would move northwestwards and cross north Andhra Pradesh and Odisha coasts between Kalingapatnam and Paradip, close to Gopalpur (Odisha) by evening of today i.e. the 12 th October, 2013 as a very severe cyclonic storm with a maximum sustained wind speed of 210-220 kmph gusting to 240 kmph.Estimated track and intensity of the system are given in the Table below:Date/Time(IST) Position (Lat. 0 N/ Long. 0 E) Sustained maximum surface wind speed (kmph) Category12-10-2013/1130 18.1/85.7 210-220 gusting to 240 Very Severe Cyclonic Storm 12-10-2013/1730 18.9/84.9 210-220 gusting to 240 Very Severe Cyclonic Storm 12-10-2013/2330 19.4/84.5 170-180 gusting to 200 Very Severe Cyclonic Storm 13-10-2013/0530 20.5/84.1 80-90 gusting to 100 Severe Cyclonic Storm 13-10-2013/1130 21.0/83.8 50-60 gusting to 70 Deep Depression 13-10.2013/2330 22.0/83.4 40-50 gusting to 60 DepressionWarning for Odisha, Andhra Pradesh and West Bengal(i) Rainfall at most places with heavy to very heavy falls at a few places and isolated extremely heavy falls (≥ 25 cm) would occur over coastal Odisha during next 48 hrs and over interior Odisha from today afternoon for subsequent 48 hrs. Rainfall at most places with isolated heavy to very heavy falls would also occur over north coastal Andhra Pradesh during next 48 hrs. Isolated heavy to very heavy rainfall would occur over coastal areas of West Bengal commencing from afternoon of today i.e. the 12 th October.(ii) Gale wind: Gale winds speed reaching 80-90 kmph gusting to 100 kmph would prevail along and off Odisha and north Andhra Pradesh coasts during next 6 hours. It would increase in intensity thereafter with gale wind speed reaching 100-150 kmph from noon and 210-220 kmph gusting to 235 along and off coastal districts of north coastal Andhra Pradesh and south Odisha at the time of landfall. State of Sea along and off Odisha and north Andhra Pradesh coast is high and will become gradually phenomenal from forenoon of today. It will be rough to very rough along and off West Bengal coast during the above period.(iii) Storm Surge Guidance: Storm surge with height of 3.0 to 3.5 metre. above astronomical tide would inundate low lying areas of Ganjam, Khurda, Puri and Jagatsinghpur districts of Odisha and Srikakulam district of Andhra Pradesh during landfall.(iv) Damage expected over Odisha and adjoining north Andhra Pradesh: Extensive damage to kutcha houses. Some damage to old buildings. Large scale disruption of power and communication lines. Disruption of rail and road traffic due to extensive flooding. Potential threat from flying debris.Flooding of escape routes. Extensive damage to agricultural crops.(v) Action suggested: Fishermen are advised not to venture into sea along north Andhra Pradesh, Odisha and West Bengal coast. Total suspension of fishing operations. Large scale evacuation of population from coastal areas. Total suspension of rail and road traffic in vulnerable areas . People in affected areas to remain indoors.Post landfall outlook : Even after landfall the system is likely to maintain the intensity of very severe cyclonic storm for 6 hours and gradually weaken into a cyclonic storm in subsequent 6 hours while moving northwestwards across interior Odisha. Under its influence rainfall at most places with heavy falls at a few places and extremely heavy falls at isolated places would occur over Odisha. Rainfall at many places with isolated heavy to very heavy falls would also occur over north coastal Andhra Pradesh, Chhattisgarh and south Jharkhand. Squally wind speed reaching 100-120 kmph would also prevail for 6 hours and 60-70 for subsequent 6 hours over Odisha during the same period.The next bulletin will be issued at 1730 hrs IST of today, the 12 th October, 2013."
74,chaanakya,12 Oct 2013 14:45 ,http://dma.jrc.it/map/?application=CYCLONESJoint Research Centre  Cyclone Tracking page. Online trackerhttp://www.cyclocane.com/phailin-storm-tracker/It looks massive Landfall expected at Gopalpur on Sea at about 1800 hrs. Take care. Evacuate the area and cooperate with Agencies.
75,chaanakya,12 Oct 2013 15:00 ,"krishnan wrote:if i known my house can withstand it and have stocked up, i will just stay putIf it does not get flooded by 6 mt waves for even 5 minutes"
76,harbans,12 Oct 2013 16:28 ,Media is illiterate. Burkha is asking why Storms are named only after women. Times Now is running a line that Phailin heads towards Coast at speed of 230 kmph. They get news from IMD that center is 120 km away and 3 hours later rehash the same..thereby giving a completley wrong or contradictory picture. Then they name a headline called India's Katrina.. 
77,Theo_Fidel,12 Oct 2013 16:35 ,"Again few structures can withstand the water pressure of a 30 foot storm surge. The water is coming at you at 20-30 kmph and the wave action is pounding your building. If your foundation does not fail, your walls will for sure. Folks must evacuate. But it is clear now that they have not despite all the warnings. 12 hours before the storm surge there are people strolling on the beach despite all the warnings.I think it is a function of memory and options. They do not want to leave their property and underestimate how quickly things can deteriorate. It was a fatal combination in 1999."
78,Sagar G,12 Oct 2013 16:40 ,"Actually who gave this name ""Phailin"" (whatever it means) ??? Doesn't seem like IMD gave this name."
79,harbans,12 Oct 2013 16:41 ,"Rahul Kanwal of HT has just reported from the beach at Gopalpur and staying in a building with locals just off the beach..Actually who gave this name ""Phailin"" (whatever it means) ??? Doesn't seem like IMD gave this name.Thailand. Means saphire in Thai."
80,Sagar G,12 Oct 2013 16:47 ,Thai met. dept. gave this name ???
81,harbans,12 Oct 2013 16:52 ,"Yes, for storms in the region Thailand, Myanmar, Pak, Bangladesh, India, SL give names for the serial depressions that arise. This one was named by Thailand as it was their turn."
82,Theo_Fidel,12 Oct 2013 16:53 ,Zee news reporting 3 dead from falling trees.Army has gone into Gopalpur to forcibly evacuate.Phailin is coming ashore right now...
83,Mort Walker,12 Oct 2013 16:58 ,^^^Any reports on pressure measured?  900mb without winds can raise ocean waters 1.5 meters.  The surge is going to be bad.
84,nawabs,12 Oct 2013 16:59 ,JWTC : 
85,harbans,12 Oct 2013 17:01 ,Amlan Dutta ‏@orphean_warbler 24mSurge at dhamra not more > 0.8m from predicted tide. However pressure at gopalpur dropping fast 978mb at 1700hrs. 
86,Theo_Fidel,12 Oct 2013 17:15 ,India does not fly aircraft into the cyclone to get actual measurements. Something we really need to start doing IMHO. The lowest estimate from radar was 912mb.Storm surge is dependent on the power of the hurricane 16-24 hours before landfall. It does not change that much after that. So storm surge will be commensurate to a Cat 5. Right now top of wave action is estimated at 45 feet! These waves will be coming ashore on top of the storm surge.Its a bad sign that it is coming ashore int the dark. People will have no warning at all.
87,harbans,12 Oct 2013 17:17 ,Google spreadsheet for volunteer help and info:https://docs.google.com/spreadsheet/ccc ... _web#gid=1
88,nawabs,12 Oct 2013 17:35 ,Eric Holthaus ‏@EricHolthaus Cyclone #Phailin's eye has just crossed India's coastline -- landfall.http://www.ssd.noaa.gov/PS/TROP/floater ... -long.html+http://andrew.rsmas.miami.edu/bmcnoldy/tropics/phailin13/Phailin_12Oct13_vsk.gif
89,manjgu,12 Oct 2013 18:01 ,well i am sure they buoys in the ocean which would be measuring vital parameters.. though planes could give more data points..
90,nawabs,12 Oct 2013 18:03 ,"Eric Holthaus ‏@EricHolthaus 9mPhailin is making landfall near time of low tide, which should help minimize coastal flooding impact"
91,L Ram,12 Oct 2013 18:45 ,http://www.imd.gov.in/section/dwr/img/caz_vsk.gifThis is the DWR Vizag image at 6.40 p.m IST you can see the eye portion not yet reached the coast.
92,chaanakya,12 Oct 2013 19:19 ,"Theo_Fidel wrote:India does not fly aircraft into the cyclone to get actual measurements. Something we really need to start doing IMHO. The lowest estimate from radar was 912mb.Storm surge is dependent on the power of the hurricane 16-24 hours before landfall. It does not change that much after that. So storm surge will be commensurate to a Cat 5. Right now top of wave action is estimated at 45 feet! These waves will be coming ashore on top of the storm surge.Its a bad sign that it is coming ashore int the dark. People will have no warning at all.Coastal areas will be affected much. But people have been warned and  evacuation has , apparently, completed. Revenue and Disaster management Dept people along with NDRF and Army/Navy/Airport  are already on high alert.  But casualties would not be avoided altogether due to many other reasons, I hope it will be minimum. Property damages could be rebuilt. I have been through  Cat-4 cyclone. Wind howling and force is incredible. Only strong structure and storm shelters can help if one is in rural areas and coastal areas. One needs to stay indoor . Once eye is crossing , there will be eerie silence and then wind will pick up in opposite direction with highest ferocity and slowly reduce. That is the time when most structure collapse , i.e. when eye passes over and opposite winds start.After cyclone, I could only see solar street lights functioning for seven -eitght days before power could be restored. It will be hell of a task restoring power. I think affected areas in  Odisha would  not have  power for fortnight or a month. That is when I realised importance of Solar Street lights or temporary Emergency Solar Light packs to provide lights till power is restored. You can not run off battery or other sources for very long time. Solar will charge during the day when sky is clear after the storm. No not even NPP would be able to supply power when  transmission lines and local distribution lines , transformers  poles etc are out."
93,Singha,12 Oct 2013 19:21 ,there have been noises made of IMO getting a couple of C130J equipped like the NOAA type planes. noises only so far. we dont even have a network of doppler radars with reliable backhaul to monitor localized microcells in real time like every US TV channel gets a diet of 24x7.darker whispers say much of the IOR tsunami buoys installed in a hurry are now not operational due to lack of money to maintain and overhaul them. this while japan and US maintain a tip top network in the pacific for their own safety. the last thing we need is a tsunami in middle of a cyclone. I spoke to a entrepreneur who had taken 50 of his employees on a picnic to a small island off karnataka coast on tsunami day. highest point in that island is 10feet above the low tide mark when I visited. says nobody was killed but most lost their cellphones because the water rose suddenly by 2 feet from calf height to chest height!
94,Singha,12 Oct 2013 19:23 ,"manjgu wrote:well i am sure they buoys in the ocean which would be measuring vital parameters.. though planes could give more data points..there are dark whispers about the condition of the tsunami buoys. not sure if storm measuring buoys are even used by IMO. we are mostly nanga as usual and depending on throwing in men and materials post any disaster and a few buckets of water to wash off the blood stains. preventive care is never a indic strongpoint. from 2010:http://www.spiegel.de/international/wor ... 26124.html(Most tsunami warning buoys in the Indian Ocean are routinely out of operation.) One German buoy broke away because of heavy algae growth; another was cut off by a fishing boat. For a time, five of India's six warning buoys were missing. It's believed that pirates stole and dismantled them before selling the parts at markets."
95,chaanakya,12 Oct 2013 19:26 ,I think Eye of the storm must have made land fall.
96,chaanakya,12 Oct 2013 19:30 ,"yes, TV is reporting it now. Landfall at 1955 Hrs at Srikakulam."
97,prashanth,12 Oct 2013 19:31 ,The hindu reporting that wind speeds in Gopalpur is 180-190 kph.
98,SwamyG,12 Oct 2013 19:49 ,http://www.firstpost.com/india/all-this ... 68501.htmlA thought that the wind speeds might have been under played to avoid panic. NDMA accuses of others over playing the speeds - especially the US Navy.
99,harbans,12 Oct 2013 19:59 ,"Rahul Kanwal ‏@rahulkanwal 17mCan hear glass panes around us being shattered. Like Diwali fire crackers, going off in succession. #Gopalpur #PhailinFury Gloom & fearRahul is 50 meters from the beach. Suketh Chinchela ‏@schinchela 18m#CyclonePhailin just touched into the land of Odisha hitting Gopalpur at about 260 kmph"
100,saip,12 Oct 2013 20:05 ,After '77 Cyclone I read that most of the anemometers failed to record and gusting winds were estimated at over 180 mph!  Even though people were warned ahead of time they refused to evacuate and it resulted in thousands of avoidable deaths.  But when another storm hit the same area a couple of years later everyone followed the advice and evacuated.  People seem to forget how destructive these cyclones are after a few years and everything starts all over again.
101,chaanakya,12 Oct 2013 20:27 ,"If population is evacuated to shelter then loss of lives may not be much , certainly not as large as 1999 cyclone. That was due to unpreparedness. Most of the structures in villages are not in a position to withstand cyclone fury of cat-3 and above. Coastal areas are at the risk of inundation. Many deaths take place because of uprooting of trees, lightening strikes, electrical shock. Now shutting power is mandatory. Staying indoor is advisable. Moving to higher ground is safer. But never take shelter under a tree. Don't stay on roads. Loose Things fly aroundand may hit , injure and kill one. Drowning  near coastal areas are possible so move inland. RDM keeps food ready during such emergency so  reach nearby shelter one is assured of food.The problem is also that of pilfering burglary  theft from unoccupied houses. people leave their houses to avoid cyclones and return to find all valuables gone. During first week after the cyclone, most of the copper wires, electrical equipments batteries will be stolen.Two days after cyclone there is chance of disease so medicine and area sanitation materials need to be deployed.Kerosene and fuel materials and adequate food supply need to be stored alone with  blankets ( this is winter season and people may die of cold. Dry firewood comes in handy.Rehab will start after cleaning up operation is done in the week following.Central govt will promise all help and deliver little after cyclone has passed. Their emergency teams will always be there to help but not much support will come thereafter. At least Odisha may not expect , but then it is election year so Congis may do it."
102,Comer,12 Oct 2013 21:04 ,"Going by the twitter round up, the national media has dropped the ball on this one (too). The Andhra channels seem to give a better view.Prem Panicker has been storyfying the more accurate information. Follow him on twitterhttps://twitter.com/prempanickerOr his storifyhttp://storify.com/prempanicker/cyclone ... unabridged"
103,chaanakya,12 Oct 2013 21:22 ,After 15 Km wide eye of the storm passes  ( the period of calm)  the wind will suddenly become very high  being near to the centre of the storm and thereafter gradually it will dissipate. That may take  10 to 12 hours. I am hearing good news about disaster management  preparedness by Odisha Govt. I hope AP is also prepared equally as they were in turmoil .
104,chaanakya,12 Oct 2013 21:30 ,"One of the biggest damage would be damage to Coconut trees. Crowns will get broken and trees will wither away. That will affect village livelihood later as lot of people are dependent on that. After 1999 cyclone I saw in AP and Odisha large tracts of Coconut trees standing forlornly withering away. Of course , cyclone fury had done its death  dance then and more than 10.000 had died.  This time preparedness is far superior  and Amirkhans underestimate our IMD and RDM. But trees, no one can save them."
105,chaanakya,12 Oct 2013 21:31 ,"Wind Speed reported 200 kmph at landfall.Waves /storm surge 3 to 3.5 mts.6 lakhs people , largest evacuation in the world, successfully evacuated to safer place. Next 10 hrs crucial."
106,chaanakya,12 Oct 2013 21:34 ,55 NDRF team deployed besides other agencies.
107,chaanakya,12 Oct 2013 21:41 ,landfall was near Gopalpur  as per IMD DG press briefing.
108,Rahul M,12 Oct 2013 21:50 ,"IMD DG was visibly exasperated by our DDM's stupid questions.one bimbo asked ""sir, does higher wind speed more danger ?""   another, ""sir, what is the difference b/w 210 kmph and 200 kmph""DG Rathod : (looks around the room) ""would someone please calculate that for her ? it is 10 km ma'm. and those 10 km hardly matter, even if one gets hit by an object flying in a 180 kmph storm, it's catastrophy for him"" ."
109,saip,12 Oct 2013 21:53 ,It seems it is a slow moving storm (only 10 miles per hour) and thus likely to cause more damage.  It would be an hour before the eye passes and it will be eerily quiet inside the eye and the whole thing will start again (was in the eye of '77 cyclone).
110,Comer,12 Oct 2013 21:55 ,"From here: http://blogs.wsj.com/indiarealtime/2013 ... e-phailin/As the storm progressed on Saturday, people in Orissa and Andhra Pradesh became increasingly difficult to reach on cellphones.But India's Department of Telecommunications is taking steps that may help. It has asked all telecom companies to share infrastructure including towers and bandwidth to ensure continuity of services in the two states.The department has also asked operators to connect to two helpline call centers with the numbers 1948 for Orissa and 1949 for Andhra Pradesh, as well as send information about the helpline numbers to their users in affected areas, according to an order on the department's website.The operators will also transmit text-message advisories from state governments and federal government agencies, including the National Disaster Management Authority and the meteorological department, the notice said.The order will be in effect for the next 15 days, and operators must report on the implementation status everyday at 8 a.m. to federal telecom officials in the two states.There were about 90.55 million users in Orissa and Andhra Pradesh at the end of July, data from the telecom regulator showed. India had 874.88 million subscribers at that time.Good that the Govt is proactive. Fingers crossed with all the precautions the damages should be minimal."
111,Sagar G,12 Oct 2013 22:09 ,"Rahul M wrote:IMD DG was visibly exasperated by our DDM's stupid questions.one bimbo asked ""sir, does higher wind speed more danger ?""   another, ""sir, what is the difference b/w 210 kmph and 200 kmph""DG Rathod : (looks around the room) ""would someone please calculate that for her ?   it is 10 km ma'm. and those 10 km hardly matter, even if one gets hit by an object flying in a 180 kmph storm, it's catastrophy for him"" .What wrong did we do to have such useless creatures as journalists ???"
112,Comer,12 Oct 2013 22:11 ,"@ANI_news #Phailin : According to Special Relief Commissioner PK Mohapatra 7,24,000 people have been evacuated till nowMind boggling numbers. Hope not many people are stranded even after this mammoth effort."
113,harbans,12 Oct 2013 22:34 ,"Rahul, IMD Chief called winds in Gopalpur as Gale force! That was a shocker! The eye is now on Gopalpur ..15 minutes ago. Rahul K is reporting absolute calm. That means the eye is now on the town. It did not strike Gopalpur when IMD said about an hour and half back. It might have struck below and moved north, but unlikely. The eye has hit Gopalpur now."
114,vishvak,12 Oct 2013 22:40 ,"saravana wrote:@ANI_news #Phailin : According to Special Relief Commissioner PK Mohapatra 7,24,000 people have been evacuated till nowMind boggling numbers. Hope not many people are stranded even after this mammoth effort.All credit to administration teams and defense personnel.Tomorrow onwards when the storm crosses over and subsides only then we would know destruction."
115,L Ram,12 Oct 2013 22:44 ,Eye now crossed Gopalpur
116,A_Gupta,12 Oct 2013 22:45 ,"Per NDTV, the storm surge arrived at low tide."
117,Rahul M,12 Oct 2013 22:46 ,"harbans, gopalpur or south of gopalpur ?"
118,harbans,12 Oct 2013 22:47 ,"BBC Correspondent in Behrampur facing Gale force winds..Andrew North ‏@NorthAndrew 1hPowerful gusts blowing in windows at hotel, glass shattering on floor #Phailin Andrew North ‏@NorthAndrew 1hJust arrived Brahmapur, streets strewn with debris   #Phailin"
119,Comer,12 Oct 2013 22:54 ,"L Ram, please avoid inline posting from IMD website. 1. It is very slow to load. 2. It will be adding load to already slow server, hampering others"
120,chaanakya,12 Oct 2013 22:54 ,"Rahul M wrote:harbans, gopalpur or south of gopalpur ?It was between Gopalpur and Srikakulam."
121,Suraj,12 Oct 2013 22:57 ,"Sagar G wrote:Thai met. dept. gave this name ???This depression formed in the South China Sea south of Vietnam and east of Thailand, and was first tracked by the Japan Meteorological Bureau. It crossed over the Thai peninsula into the Bay of Bengal and then strengthened dramatically in the warm open water from a tropical storm into the equivalent of a Cat.4 hurricane."
122,Comer,12 Oct 2013 22:59 ,National Institute of Oceanography's weather station in Gopalpur. Real time wind and pressure datahttp://inet.nio.org/mid/Gopalpur_AWS/
123,L Ram,12 Oct 2013 23:00 ,"saravana wrote:L Ram, please avoid inline posting from IMD website. 1. It is very slow to load. 2. It will be adding load to already slow server, hampering othersEdited my privious posts."
124,Comer,12 Oct 2013 23:02 ,Thanks L Ram
125,Rahul M,12 Oct 2013 23:02 ,"chaanakya wrote:Rahul M wrote:harbans, gopalpur or south of gopalpur ?It was between Gopalpur and Srikakulam.we were talking about IMD DG's comment about gale force winds."
126,Suraj,12 Oct 2013 23:06 ,ToI has a live blog going on:ToI Cyclone Phailin liveblog
127,vishvak,12 Oct 2013 23:07 ,"Suraj wrote:Sagar G wrote:Thai met. dept. gave this name ???This depression formed in the South China Sea south of Vietnam and east of Thailand, and was first tracked by the Japan Meteorological Bureau. It crossed over the Thai peninsula into the Bay of Bengal and then strengthened dramatically in the warm open water from a tropical storm into the equivalent of a Cat.4 hurricane.This transformation happened too quick - just one day. The preparedness for this is excellent and focused."
128,KJo,12 Oct 2013 23:12 ,Any casualties reported?
129,chaanakya,12 Oct 2013 23:17 ,7 before landfall.
130,Sagar G,12 Oct 2013 23:17 ,Too soon allow the storm to pass first and pray there is least.
131,chaanakya,12 Oct 2013 23:20 ,Sagar G wrote:Thai met. dept. gave this name ???Here is the list and procedure. Next one will be Helen from BD the thereafter Lehar from India.
132,Pranay,12 Oct 2013 23:21 ,http://google.org/crisismap/2013-phailin?gl=inCyclone Phailin - Landfall and other details on Google ... (Source - U. S. Navy)
133,harbans,12 Oct 2013 23:24 ,"harbans, gopalpur or south of gopalpur ?Rahul, it was about Gopalpur he was talking about..point of impact. He also referred to Arrey kya difference hai 210-220 mein. technically right. But restraining gusts to hardly 5% above sustained betrayed conservativeness that may be expensive. Gust speeds are generally upto 30% above sustained. Was taking the int'vw too casually IMO."
134,Sagar G,12 Oct 2013 23:29 ,"chaanakya wrote:Sagar G wrote:Thai met. dept. gave this name ???Here is the list and procedure. Next one will be Helen from BD the thereafter Lehar from India.Thanks saar pretty informative, one of the future one shares my user handle name. That better hit pottystan  "
135,chaanakya,12 Oct 2013 23:31 ,"chaanakya wrote:Rahul M wrote:harbans, gopalpur or south of gopalpur ?It was between Gopalpur and Srikakulam.Rahul M wrote:we were talking about IMD DG's comment about gale force winds.Ok Entire area will have gale force wind . On Beaufort Wind Force Scale it is between 50 to 102 kmph. Except where eye has hit, it was reported to be 210-215(Hurricane force) but  not crossing 220 for cyclone to be classified as Super cyclone."
136,Mort Walker,12 Oct 2013 23:35 ,"The difference between 210 km/hr and 200 km/hr for all practical purposes doesn't mean much as debris will go through walls.  It does mean something when you design coastal shelters to withstand certain wind speeds and can take a certain load.  It may be less expensive to design and build, for example, 10 shelters that can withstand 160 km/hr and that may be all you need in 99% of cases, as opposed to 3 shelters that can withstand >200 Km/hr."
137,chaanakya,12 Oct 2013 23:35 ,Beaufort Wind Force Scale
138,Mort Walker,12 Oct 2013 23:40 ,"Hopefully, Phailin doesn't spawn tornadoes inland.  Katrina spawned many tornadoes inland when it hit in 2005."
139,Suraj,12 Oct 2013 23:41 ,"From the ToI blog:As per IMD data, the rainfall received in Bhubaneswar from 8.30am to 8.30pm was 130mm, while Gopalpur and Puri received 78mm and 81mm respectively."
140,Mort Walker,12 Oct 2013 23:42 ,^^^There will be heavy rains in Chattishgarh and eastern MP which can cause bad flooding.
141,Suraj,12 Oct 2013 23:48 ,"Yes, from initial indications, the storm surge does not appear to have caused catastrophic casualties, thanks to nearly a million people being evacuated from the coast. However, with the strong monsoons and high water table, there's potential for inland flooding from excess rainfall."
142,CRamS,13 Oct 2013 00:26 ,"Guys, if you have any Indian channels in US, both TimesNow and HeadlineNow have superb coverage. Brave reporters from the site giving live updates.Overall, situation is being managed well despite limited resources."
143,Theo_Fidel,13 Oct 2013 01:05 ,"It is dark right now so we should not declare the all clear just yet. It took a few days even in 1999 for the true extent of the damage to become clear. The max storm surge usually occurs where the winds are blowing inland. Hopefully the massive evacuation will minimize casualties.-----------------------------Singha wrote:the last thing we need is a tsunami in middle of a cyclone. I spoke to a entrepreneur who had taken 50 of his employees on a picnic to a small island off karnataka coast on tsunami day. highest point in that island is 10feet above the low tide mark when I visited. says nobody was killed but most lost their cellphones because the water rose suddenly by 2 feet from calf height to chest height!Singha,I am confused. Why are you bringing in Tsunami now. Folks have enough things on their hands to worry about. There is no earthquake danger. Do you know something to suddenly alarm folks visiting this thread for emergency info. Folks will become nervous during the rescue phase. If you know of an earthquake info please post the data.------------------------------------------------------BTW that question about 200 vs 210 has to do with scale. At 200 it is a Cat 3 Cyclone and at 210 it is a Cat 4 Cyclone. IMD should answer the question without getting pi$$y. The size of the storm surge is directly related to the wind speed BTW so yes important question."
144,chaanakya,13 Oct 2013 01:10 ,"MV Bingo , anchored off Haldia Port  and laden with iron ore , is sinking. 18 crew mwmbers are stranded on board. Hope they are rescued before it goes down."
145,Singha,13 Oct 2013 01:39 ,Paradip port asked all ships incl a loaded oil tanker to move out. So anchored off the coast. Wonder how they are faring.
146,harbans,13 Oct 2013 01:41 ,Paradip port asked all ships incl a loaded oil tanker to move out. So anchored off the coast. Wonder how they are faring.They would have been asked to move deep sea. Dangerous to allow them to keep at anchor in such a storm!
