,user,date,comment
140,SaiK,04 Dec 2015 04:29 ,"SwamyG wrote:Got this from NDTV. Wow, is this real and the current havoc?http://drop.ndtv.com/albums/uploadedpic ... 790029.jpgSomething doesn't jell correct here. Is it trees on top of it? Or is it my eyes need a doc check?"
141,SaiK,04 Dec 2015 04:34 ,what a voice chinmayi has! god bless her. hope she can sing for this flood that can easily donate 100 crores.
142,Sridhar K,04 Dec 2015 05:43 ,The Adyar river runs inside the western side of the airport. Part of the secondary runway is actually is over the runway
143,ramana,04 Dec 2015 06:21 ,ELM channels have started blame game even while  rescue  efforts are underway.And  interrupt military officers  to get sound  bytes.
144,SaiK,04 Dec 2015 07:10 ,"interesting to note here, people are moving both directions.The genius Ilayaraj on rescue mission044 - 25393514044 - 25363792044 - 25615025 (Chennai Police Helpline)"
145,SwamyG,04 Dec 2015 07:12 ,"How much ever well meaned, activists should stop writing in BBC types of organizations: http://www.bbc.com/news/world-asia-india-34992004Why wash dirty laundry in public laundromats? BBC just claps its hands in glee to parade India's takleef."
146,Rony,04 Dec 2015 07:20 ,"Telugu Actors who donated to Chennai floods so far as per reportsPrabhas - 50 Lakhs Allu Arjun - 25 LakhsMahesh Babu - 10 LakhsJr.NTR - 10 LakhsKalyanram - 5 lakhsRavi Teja - 5 lakhsSai dharam tej - 3 lakhsTarun Tej - 3 lakhsSandeep Kishan - provided food for 5000 people and still involved in live action helping peopleSmall time comedian Sampoornesh Babu - 50,000 rupees .He is the first to initiated the donations towards the relief camp and asking other cine colleagues to help for the cause."
147,disha,04 Dec 2015 07:54 ,I am feeling extremely sad and depressed looking at the loss of lives and destruction.I am not able to connect to one of the cousins in Chennai. All accounted for except him and nobody knows where that fellow is! Last was in Tambaram which has been severely affected. Just hoping for the best for everybody.
148,Surya,04 Dec 2015 07:58 ,Disha hope he is wellI lost my cousin to the mumbai floodsfor some god forsaken reason -  decided to make it back home by foot and fell into an open manhole - left behind 2 small childrenIts best to stay put in times like these
149,disha,04 Dec 2015 08:03 ,Surya wrote:for some god forsaken reason -  decided to make it back home by foot and fell into an open manhole - left behind 2 small childrenIts best to stay put in times like theseJust sad 
150,SaiK,04 Dec 2015 08:05 ,"pray, he is heard disha. so far, everyone I know directly is safe now. I haven't heard from few I normally don't keep in touch. we just hope, this rain stops for now.  but, it might be highly unlikely seeing this radar maphttp://www.accuweather.com/en/world/satellite /zoom in.unless some heavy winds change the direction away from Chennai down south.surya, sad to know.. that is something we have to tell. and also note down for future designs. No drains channels/manhole on the roads but only over the drains and clearly marked like within 4 feet from the edges. this standardization is needed so that, everyone knows where these manholes can be."
151,Sridhar K,04 Dec 2015 08:08 ,"Disha Which part of Tambaram. The eastern side is pretty ok. The IAF station on  the eastern side is from where rescue is being cordinatedEven on the western side Army has rescued a lot of people. Mobile network and power is down but death toll is very limited in that area.[url]https://m.facebook.com/story.php?story_fbid=897315330360529&id=218550298237039[/url]The issue now is loss of livelihood, essential commodities and safe drinking water."
152,Surya,04 Dec 2015 08:15 ,live wires and open manholes are a nightmare in mumbai floods
153,SriKumar,04 Dec 2015 08:18 ,"Are the bridges over Adayar functional (Saidapet, Kotturpuram and ADayar-near Theosophical Society)?There is a picture showing Saidpet bridge was crested- meaing all Mount Road traffic would stop at Saidapet."
154,Singha,04 Dec 2015 08:19 ,as a parent I would not imagine staying safely in some office and leaving my wife and kids to fend for themselves if they were in a vulnerable location. maybe thats the thought process he was in....RIP.
155,SaiK,04 Dec 2015 08:23 ,"my dad used to educate me that if you see even a small whirlpool, stay away from that spot. most likely it is an open drain or manhole.----------another bad thing about these natural disasters are that normally insurance don't cover it! one has to buy special insurance for natural disasters."
156,Sridhar K,04 Dec 2015 08:30 ,"SriKumar wrote:Are the bridges over Adayar functional (Saidapet, Kotturpuram and ADayar-near Theosophical Society)?There is a picture showing Saidpet bridge was crested- meaing all Mount Road traffic would stop at Saidapet.Saidapet and Kotturpuram are closed but the Adyar bridge has been operational all along."
157,SriKumar,04 Dec 2015 08:34 ,"Thanks. I had heard Kotturpuram was flooded so expecting that the bridge may have been crested. So, anyone coming from south of Adayar river will have to go all the way to the beach road to cross over to North Chennai. (Its a shame K'puram is closed...it was the most recent of the 3 bridges)."
158,Singha,04 Dec 2015 08:40 ,"from my reading, even knee deep swift flowing river water can knock a man over. anything more and you are surely down for the count."
159,SriKumar,04 Dec 2015 08:48 ,"^^^ I have seen atleast 2 videos, a very recent one (perhaps on BRF) where ankle-deep but fast flowing water (about 10 mph) washed a motor cycle off the road into a river.  ...totally shocked me, no warning on the video, nothing. Anything more than 5 inches to 10 inches of fast flowing water is dangerous to walk in, or even in a car. (Static water is a different story...more manageable.)."
160,Singha,04 Dec 2015 08:52 ,"^ yes my mistake. i had read of 10 inch of fast water being the limit for a adult man. less for old, women and kids."
161,chetak,04 Dec 2015 08:59 ,"disha wrote:I am feeling extremely sad and depressed looking at the loss of lives and destruction.I am not able to connect to one of the cousins in Chennai. All accounted for except him and nobody knows where that fellow is! Last was in Tambaram which has been severely affected. Just hoping for the best for everybody.If he has a voda phone connection, contact vodaphone offices in chennai and they can give you a last known location of that phone. This is an offer that vodaphone themselves have made."
162,Bade,04 Dec 2015 09:04 ,"Remember +2 physics of static forces..Only thing keeping you standing even without a water layer under your feet is the reaction force which balances your weight acting downwards in the opposite direction in equal amount. A layer of fast moving water becomes  like you on a inclined surface with a decreasing coefficient of friction and a much smaller component acting upwards, however small the inclination value may be to trigger a slip of the foot."
163,Gus,04 Dec 2015 09:05 ,Good that I booked my return via blr and not chn. Really worried about my friends and cousins though. Credit to regular people of chennai. They are doing rescue and relief in everywhich way they can.
164,SwamyG,04 Dec 2015 09:21 ,"My parents and siblings live in BLR, and my mom talked about the help Bangolreans are performing. She thinks there is still lots of humanity left in the country.Snakes sighted in one of my distant relatives house. People have vacated their homes.Looks like Camp Road, Selaiyur has relatively no flooding. They even have power."
165,deejay,04 Dec 2015 09:34 ,"SwamyG wrote:My parents and siblings live in BLR, and my mom talked about the help Bangolreans are performing. She thinks there is still lots of humanity left in the country.Snakes sighted in one of my distant relatives house. People have vacated their homes.Looks like Camp Road, Selaiyur has relatively no flooding. They even have power.A big donation camp for relief material has been organised in my society in Bangalore. Some stuff left for Chennai yesterday and some more will leave today. Mostly the following items are being sent:- Dry food items (expiry date is specially watched), Milk powder specially- Bottled water- Baby stuff (Diapers / baby care items), Sanitary napkins, hygiene items. - OTC medicines- Blankets (even if used but must be usable)Some volunteers have also left."
166,Javee,04 Dec 2015 09:50 ,"Finally, mobile and Internet working, left city this morning. Roads are back to normalcy in my area ( near Stella maris) , came through Poondamalli HR, relatively easy traffic with nil water on the roads. Our  area still has water logging, primarily water from Teynampet. CIT colony had a lot of water and so does some places in RA Puram. Santhome area was relatively better and so are areas around Mylapore. Overall we were in a much better situation than South and West. Kotturpuram is one of the worst hit this side of the river. One thing for sure, I went around yesterday, and people were orderly and calm, most stocked up on veggies and supplies. Ordinary citizens along with cops were Manning the roads, and after all the torture fest of 5-6 days didn't complaint much."
167,Aditya_V,04 Dec 2015 10:00 ,"Reached Office today, traffic jams are back in the city"
168,Javee,04 Dec 2015 10:08 ,"And the so called news media can go shove their reporter and concerns somewhere. The News reports were not objective, didn't give any new information for us and mostly related the content,CNN IBN being the worst with their self  congratulatory messages and NewsX channel was happy that they were the one to cover the events first. Infact a local  channel, Polymer gave updates on the roads that are open, about the power restoration and the bus/train updates. All these chi-chi networks should learn it from them. A simple area wise scroll on the flood situation would've helped us more than hijacking the twitter hash that folks created. Respect to all he people contributed to the rescue and relief work, particularly the city agencies, police and central agencies. The cops stood out in pouring rain and did an amazing job driving traffic. Also to the countless folks who posted/helped in SM-#chennairains #ChennaiRainsHelp."
169,SwamyG,04 Dec 2015 10:12 ,Once again SM helped more than the paid media. FB and WhatsApp has helped a lot.
170,Javee,04 Dec 2015 10:13 ,"Aditya_V wrote:Reached Office today, traffic jams are back in the cityYour kadamai unarchi, too much man. So many aanis at office? Shols Sez is shut for the 3rd day, I think will not reopen until Monday. Dumb @ss govt and the companies reap for what they did to Pallikaranai."
171,Bade,04 Dec 2015 10:16 ,"NDTV report showed the marsh land invaded by construction as well as garbage dumping. Following which when I checked google map, lo and behold they are claiming more of the marsh land. Oh well then !  No amount of canals and removing obstacles from existing drains, is going to help if they blatantly divide the marshes with roadways to block natural drainage. Why could they have not built on stilts instead. One can drive miles and miles in Louisiana through the bayous, all built on stilts."
172,Singha,04 Dec 2015 10:24 ,cost I suppose. dumping rocks and soil is much cheaper.
173,Bade,04 Dec 2015 10:30 ,"For a 100 yr event, it is a small price to pay perhaps..pass the buck down the road...but this is going to be a regular event after the fact, even with smaller amount of rainfall than what we saw with additional blockages planned in the name of development. I do hope the towns and cities of the west coast of India, which sees even more regular rainfall does not bite this tiger in the rear to keep up with the Joneses elsewhere."
174,ArmenT,04 Dec 2015 10:32 ,"From friend's post on FB:Here is the MOST RECENT update as of December 4, 9:00 AM IST.1. Kodambakkam - United India colony roads are dry. Power restored since yesterday evening. Internet down. Not been raining since yesterday evening. Shops are open too. 2. Chepauk and Triplicane - bright and shining! roads are dry and safe!3. Valasaravakkam - Water hasn't reduced - no current - no mobile network.4. Nanganallur - Water is draining quickly. Water level is around 1 feet. No water logs at every place. Signals might come all over by 11.5. West mambalam lake view road - knee level water and receding well.6. Arumbakkam - No water logging. Transport towards tirumangalam is on from CMBT.7. Purasawalkam high road- no rain, no water logging on main road. Streets do have water but manageable level.8. Egmore - coovum water which was in the streets receded overnight and power is back on for most of the part. Some streets are still water logged.9. Parry's - sunny! no water logging at Sowcarpet.10. Ayanavaram - no rain and no water logging here.. Anna Nagar - safe and no water logging. Power is back.11. Mamballam - T.nagar -- Water is below knee in most of the areas..12. From koyambed till kolathur stretch is absolutely normal13. Waters totally drained in Mudichur and Tambaram areas, now only 2 to 3 feet water in mudichur that too for 300 meters, power came in most of the areas and people start buying groceries and start cooking, so no worries.14. Medavakam to pallikaranai lotus pond stop no water.. But no power and no mobile network...15. Buses and share auto running between Tambaram to Medavakkam16. Buckingham canal to Ecr (SNR to Ecr connectivity road)..knee deep water17. Karapakkam ... Knee deep water on the road...18. Thiruvanmiyur signal to tidel.. 3 feet19. OMR to city access is best via Adyar bridge, RA puram, Nandanam, Gemini and further to central and pooonamalai rd20. Arcot road from Kodambakkam bridge till Alwarthirunagar is fine and clear..21. Beach road from Anna salai accessible via RK salai22. Velacherry - Baby nagar, Tansi nagar, Bharadhi naagar, Udhayam nagar, VGP Selva Nagar, Velachery Anna Nagar: Water level above 4 feet, in few other areas water level above neck.23. SRP tools to tidel park road is closed now (@ 3-Dec 9:00 PM IST)24. Jafarkhanpet and west saidapet water above neck level, peoples are rescue using boats (@3-Dec 9:00 PM IST)25. Narayanapuram till kamatchi hospital neck level water 26. Mahalingapuram - Clear sky and no water logging"
175,Javee,04 Dec 2015 10:41 ,"There was a plan to build an additional canal to drain excess water from the Marsh to Buckingham canal, somehow didn't materialize. That could've facilitated easy flow to the bay. I think we need to build more culverts across the Marsh to move more water effectively and stop encroachments on the lakes in the south.  All the enroachers got what they deserved,  SRM, Sathyabama,  Sez, SRMC, apartments built on mudichur, Koratur, Chitlapakkam lakes.DLF, Purvan Kara, Embassy, Lanco projects are all flooded.  I hope the consumers catch hold of the builders and shook them up, although they are as much responsible for this mess, as much as the builders and the govt. Last I heard Bollineni is paying about 2L per Villa for repairs and refurnishing."
176,ramana,04 Dec 2015 10:45 ,For relief!
177,ramana,04 Dec 2015 10:46 ,Is Cooum canal flushed finally?
178,Javee,04 Dec 2015 10:53 ,"Adyar is still running full, above msg from Armen says there are localities still in neck deep water. Cooum was flushed last week around, with the flushed garbage thrown back by the sea. The encroachments will take some time to come up on the riverbanks, but the sewage will needs to be plugged. The city agency has already started implementing a plan on this and some areas have already been covered."
179,SriKumar,04 Dec 2015 10:58 ,"Bade wrote:For a 100 yr event, it is a small price to pay perhaps.....True dat. Initially I was sceptical, but I guess if you total the losses that have occurred i.e. damage to infrastructure i.e. roads,  power lines, electrical equipment, bridges, rail tracks, airport) damage to company assets, lost productivity for companies especially the factories which need road and port infrastructure;  loss of personal property for the lakhs who have water in their houses, and all the submgered  cars and city buses (did not factor in loss of life....) it would easily runs into tens of thousands of crores if not a lot more. This might well be  more expensive than building appropriate infrastructure even if it costs more.."
180,Singha,04 Dec 2015 11:09 ,"the lower middle class and poor whose houses have been submerged will bear the brunt of this. beddings, furniture, clothes all ruined and will need a good clean and dry cycle to recover. electrical and electronic stuff ruined....might be ok if clean and dried up in some cases.houses themselves damaged by standing water.Amma will need to line up a strong benefits pkg to retain her mindshare."
181,ramana,04 Dec 2015 11:12 ,SriKumar considering its Chennaipatnam the total cost of losses and rebuilding will be at least Rs. 100-125K crores. This a major cost. And for common people it could be irreplaceable:  money & jewelery.  Lost documments can be re-generated by the govt.
182,Bade,04 Dec 2015 11:12 ,Upper middle class too...look at the cars floating...more widespread damage than the Tsunami did to Chennai in terms of material loss for sure.
183,habal,04 Dec 2015 11:12 ,she is going to choke that baby .. left it's head hanging.
184,vina,04 Dec 2015 11:15 ,"the lower middle class and poor whose houses have been submerged will bear the brunt of this. beddings, furniture, clothes all ruined and will need a good clean and dry cycle to recover. electrical and electronic stuff ruined....might be ok if clean and dried up in some cases.houses themselves damaged by standing water.Amma will need to line up a strong benefits pkg to retain her mindshare.From what I see and hear, this time the beating has been ""equal opportunity"" . For e.g., my colleague has been moaning for the past 2 days that his chi-chi place in Thoraipakkam has seen water enter the house and into the room where he has stored some expensive paintings and furnishings and stuff (he has let out the remainder of the house and the tenants themselves are in trouble) and estimates a Rs 20L plus loss!Yes, a lot of people have pretty much lost everything that has been kept in the house. Vehicles of course underwater in massive number, total write offs, hopefully can claim insurance on those."
185,chaanakya,04 Dec 2015 11:34 ,"It will take time. Finally rains has abetted and  Sun is shining. Patchy sky with cloud cover is still sending warning signals. If it does not rain, water will drain out. The problem is Chennai has huge catchment area and all waters will have to pass through its rivers, lakes and wetland. Rajali is taking civilian. Flights,  not sure if regular ones. But evacuation. of  stranded. Passengers is on. Electricity  will be restored as water drains out to prevent accidental electrocution. Low lying areas will take some time to drain.Ordinary folks have shown their character in coming out to help. Experience of tsunami  helped in knowing what to do. Even civic agencies have done good work and it is because  of them that casualy  figures are less.Reminded me of Patna flooding when water reached  above first floor .Avoid going out unless familiar with area and on rescue relief work. Stay on higher ground. Today ndrf has more than 50+ teams and they will reach most stranded in low lying colonies."
186,chaanakya,04 Dec 2015 11:38 ,Amma foodAmma waterAmma saltAmma cementAmma rainsAmma rescueAmma releifEverything freeShe will win a resounding majority in may 2016.
187,Singha,04 Dec 2015 11:41 ,"the insurance industry which in india always claims to be under financial stress will get a shockwave from this - property , shop, car insurance claims. same happened after katrina."
188,chetak,04 Dec 2015 11:58 ,"Singha wrote:the insurance industry which in india always claims to be under financial stress will get a shockwave from this - property , shop, car insurance claims. same happened after katrina.very very few in chennai would have actually insured against such damage and very specific clauses are required to be  active in the policy for the insurance companies to pay off.I remember, during the sikh killings, a relative's household articles were were being transported by truck because he was being transferred. The driver was a sikh, he was attacked on the way and the household stuff and the truck burnt along with the unfortunate driver. Even though he was ""fully insured"" he did not receive a single paise. SRCC means jack shit because the insurance simply claimed that they were not liable because the goods had been ""stolen"" and the so called full coverage SRCC policy was not covered for theft.act of god also comes into play for these devious insurance companies.I have ""full"" insurance coverage for house and appliances, but the company did not pay me when a lightening strike  took out some appliances at my farm house. They refused to take my word and demanded to see a ""newspaper"" report about the lightening strike because as per them such a significant event would heve been reported in the press. None of my neighbors also received any compensation for their loss. The extremely jovial insurance agent simply stopped answering our telephone calls and the company office sent the matter into a long closed loop."
189,vina,04 Dec 2015 12:16 ,"the insurance industry which in india always claims to be under financial stress will get a shockwave from this - property , shop, car insurance claims. same happened after katrina.Mumbai too got plastered with rains a few years ago. Similar things would have happened. The city got back on it's feet in two or 3 days. Mumbai is tough and self sufficient. And so is Chennai. Chennai too will be back on it's feet within a week.Leave the victim playing and rhona & dhona to Bengal , Mamata , TMC and their associated whiners. Mark my words. Amma will be ruthless in ramming through flood control and other measures, especially now , given that there will be popular approval for this. There is a precedent for this sort of stuff in Madurai along the riverbanks when it was done earlier.Now expect some serious kind of similar stuff to happen in Chennai as well."
190,hnair,04 Dec 2015 12:22 ,"chetak, insurance is same everywhere in the world.  They will find a 100 loopholes, before paying anything.  Only the auto insurance guys have a well-oiled system, but even there, the denials are quite commonThe Chennai residents will have to apply for national disaster relief funds, if at all they get it.  Most of such funds go towards infra repair.  Tough times indeed."
191,Suraj,04 Dec 2015 12:56 ,"Insurance will not pay for the damage in Chennai. Flood damage is usually a separate policy, and it typically does not go into effect immediately but only after a period of time, so people don't simply go out and buy policies the day before heavy rain is forecast. The total damage in Chennai will amount to billions of dollars, perhaps Rs.50,000 cr or more. It's not something a collection of insurance policies can fix, but under able stewardship, it's a fantastic opportunity for the city to rebuild on modern lines that no other major Indian metro can. The quesion really is, is there such will ? The central government can support the measure in various ways. For example, there's a recent push to enable states and cities to independently issue their own bond offerings."
192,chaanakya,04 Dec 2015 13:49 ,"Most of the material damages are  personal belongings due to flooding of houses. Infra damages would be less here as roads, transmission /distribution lines have held up well except in one or two cases. These repairs should not take more than a month or two if done on war footing.  power will be restored quickly once water is drained.. Switches might need to be replaced. Luckily not much report of transformer damages as that takes time.PM Relief  fund or national calamity fund can not be used to reimburse individual losses. I am afraid these would have to be by themselves.There are still pockets of flooded areas where people are stranded and they have to be evacuated , hopefully by today or tomorrow. OMR, Satyabhama, , other low lying colonies .Immediate need is sanitation, cleaning of areas and sprinkling of larvacidal in stagnant water bodies to prevent disease outbreak.Maintain supplies of goods and essential commodities, medicine, milk, fuel to avoid a run on the stores.Restoration of transportation system , rail and airport to help stranded persons may be needed.Chennai will be up and running in no time."
193,SaiK,04 Dec 2015 14:37 ,"REQUEST TO MODI GOV- PL USE THE JAN DHAN TO DISTRIBUTE MONEY DIRECT TO THEIR ACCOUNTS - PUBLIC ASSETS REPAIRS, contracts and progress monitored like they do the roads/swacch bharat online nowReduce corruption. Only benefit the affected.------'-We also need ro assess the damage from space. Has ISRO  released any pics?"
194,Sridhar K,04 Dec 2015 17:26 ,Very bad news. 18 people are reported dead in MIOT hospital supposedly in ICU. Reported in Times now
195,Gus,04 Dec 2015 17:35 ,Our people are conditioned to make do. The city will be back on its feet in just a few days.
196,member_29267,04 Dec 2015 17:42 ,"Its not just Chennai...Even though it has stopped raining in Chennai, I hear Cuddalore and some other places is still bearing the brunt of heavy rains. I hope people who are helping out Chennai can concentrate a part of the resources on these other places (which are not getting much media or sm attention compared to Chennai) which are still seeing very heavy rains"
197,shiv,04 Dec 2015 17:53 ,"ramana wrote:For relief!Isn't that a scene from ""bahubali"" or something"
198,ramana,04 Dec 2015 17:59 ,"Yes. Its Jaya as Sivagami in the Bahubali role saving TamilNadu. Meaning of the poster is TN will rise again. Not a disparagement. KrishAgain, many small towns on the East Coast TN are deluge.The Telugu news channel spelled Cuddalore as Kuduluru. That makes sense. Bloody English massacred  names."
199,member_29267,04 Dec 2015 18:25 ,Not sure about where the video is from....Description says this was near Chembarrambakkam Lake. People were stuck inside the house. 
200,SaiK,04 Dec 2015 18:28 ,---ramana wrote:Is Cooum canal flushed finally?https://twitter.com/musicaltrees/status ... 1456330752She leads. She wills. She will.She bleeds. She spells. She will
201,Comer,04 Dec 2015 18:35 ,"Kotturpuram was always a low lying area which gets flooded even in a regular thunderstorm. Heard the rains are back in Chennai. Heavy rains are expected between Sunday and Tuesday. Before this, most of the places in Central Chennai the water had drained, hopefully this spell should not be as severe as the last one."
202,SaiK,04 Dec 2015 18:36 ,LokeshC wrote:I wonder if even massa style drainage would have saved Chennai from this deluge. Stay safe my TN biraders.https://www.youtube.com/watch?v=yjO919_7Zusthink again
203,Sridhar K,04 Dec 2015 18:45 ,"The flooding in Guduvanchery was due to miscreants breaking the lake bunds, resulting in 3 deaths. The culprit surrendered themselves and they broke it because the excess water discharging from the lake was flooding his  factory and he wanted to prevent damage to his costly machinary. We almost lost my friend and his family. The bunds were broken at dusk and gave no hope for people to escape"
204,prahaar,04 Dec 2015 18:58 ,krishGAgain wrote:Not sure about where the video is from....Description says this was near Chembarrambakkam Lake. People were stuck inside the house. On Twitter someone said this video is from some other occasion and location.
205,chetak,04 Dec 2015 19:22 ,"THIS is the spirit of Chennai, alive and wellRespect. Vasu‏@vasudevan_kOur milkman delivering milk this morning. In waist deep water. Such selfless service. #chennairains RETWEETS 120  LIKES  834:49 AM - 2 Dec 2015edit  Added later -- another tribute.Ramanathan S ‏@madarassi  Dec 1Our milk lady Radha in Chennai - been delivering for 25 years, and did not fail to show up this morning. 3,281 retweets 2,174 likes"
206,Comer,04 Dec 2015 19:24 ,"Several SUVs filled with supplies have left from my apartment building, with more to leave tomorrow night. Very very nice to see people from different parts of India coming together to help. Goosebumps onlee."
207,chetak,04 Dec 2015 19:38 ,"Comer wrote:Several SUVs filled with supplies have left from my apartment building, with more to leave tomorrow night. Very very nice to see people from different parts of India coming together to help. Goosebumps onlee.coordinated effort by ordinary citizens from many areas in bangalore. Lots of supplies dispatched. more on he way"
208,Rony,04 Dec 2015 20:59 ,"Tamil Nadu govt refuses Rs 5 crore assistance offered by Karnataka: ReportThe refusal may raise eyebrows as the Karnakata government has challenged Tamil Nadu Chief Minister J Jayalalithaa's acquittal in the ₹66 crore disproportionate assets (DA) case in the Supreme Court, which has posted the hearing in February."
209,Comer,04 Dec 2015 21:29 ,"chetak wrote:Comer wrote:Several SUVs filled with supplies have left from my apartment building, with more to leave tomorrow night. Very very nice to see people from different parts of India coming together to help. Goosebumps onlee.coordinated effort by ordinary citizens from many areas in bangalore. Lots of supplies dispatched. more on he wayYup, apparently there are points in different areas of the city where people can contribute, which will be sent by trucks to Chennai. So the cars from my apartment could very well be going to these drop off place than going all the way."
210,SwamyG,04 Dec 2015 21:35 ,"ramana wrote:For relief!The scowl on the guy's face says it all. Shameless AIADMK politicians. She is the Queen, and they just cannot get together to throw her out. Probably because each one is a crab trying to ensure the other guy is not the winner. The same symptom plaguing Congress.To her credit, she rammed RWH in Madras. Draconian rule hers, but one hopes she got up on the right side of the bed. Sometimes she will force her way through no one else can."
211,SaiK,04 Dec 2015 21:43 ,"folks, the weather reports 100% from Sun night to Tue night next week. This is severe. these politicians would be the only ones be happy for more rains.. more aid seeking means more money to syphon off!"
212,ArmenT,04 Dec 2015 22:08 ,prahaar wrote:krishGAgain wrote:Not sure about where the video is from....Description says this was near Chembarrambakkam Lake. People were stuck inside the house. On Twitter someone said this video is from some other occasion and location.The description is wrong. It is from Jordan and about a year old.
213,ArmenT,04 Dec 2015 22:22 ,"ArmenT wrote:One of my friends and his family and neighbors got rescued this morning after spending the last few days in the upper floor of his apt. complex. Ground floor was flooded, no electricity, no fresh water, 15 people and a dog in the first floor. He was making posts every few hours trying to get someone to send a boat and their phones were all running low. Rescue boats in his area were non-existent, because they seem to have their hands full in other parts of the city (he's in the Pallikaranai area). Finally, his friend from primary school and another guy managed to get some rescuers sent their way. As he posted later, it wasn't the police, army, navy or fire department that came to their aid, but some local fishermen in two private boats, which came all the way from Marina beach!He says water is about 8 feet deep in the Balaji dental college area. One boat dropped them off in a small dry area and went back to pick up more residents, while the other boat carried the elderly, mothers and children further on. The rest walked onwards in waist deep water until they got to a larger dry area, from which everyone took vehicles (tempo, auto etc.) to their final destinations.Said friend and his SHQ couldn't sleep last night remembering the hundreds of people stranded, while they had sailed out in rented boats. This morning, they called up the fishermen and rehired the same boats that they were rescued in yesterday, went door-to-door and collected about 200 food packets, cooked a bunch more and then headed out back to their locality. On the way, they met a couple of guys that had about 1000 packets of food, but didn't know where to donate it. So they combined and went to their area and spent the next 4 hours going to the deep water areas and distributing food/water. Apparently, there are still some places in their area where the water is around 6-8 feet and people can't leave their houses. They were done distributing their stuff late in the afternoon when a Navy truck showed up with more food/water, so my friend volunteered to go with their boats and show them the route. Net result: About 200 people rescued,  a few thousand food and water packets distributed."
214,SaiK,04 Dec 2015 22:27 ,"Rony wrote:Tamil Nadu govt refuses Rs 5 crore assistance offered by Karnataka: ReportThe refusal may raise eyebrows as the Karnakata government has challenged Tamil Nadu Chief Minister J Jayalalithaa's acquittal in the ₹66 crore disproportionate assets (DA) case in the Supreme Court, which has posted the hearing in February.THAT IS INDEED HORRIBLE OF HER TO REJECT! SHAME ON JJ"
215,chaanakya,04 Dec 2015 23:06 ,"Rains have stopped in most of the places south and south east of chennai including Cuddalore and Puducherry. They have been battered but fared better as water drains out fast, not much of obstruction as yet. Low lying colonies needed help, food fuel etc. But seems back on feet fast. Chennai Airport and Railway Station would operate tomorrow partially. Back online by sunday or monday.Cuddalore is ""Kadal Ur"" or a place  on the sea .  Hence the name. It is not kuduluru."
216,chaanakya,04 Dec 2015 23:18 ,"System seems to be moving south-south-west. hence forecast is sparing chennai from t-storm and heavy rainfall.HEAVY RAINFALL WARNING:DAY 1 (04th  December): Isolated heavy to very heavy rain would occur over Villupuram, Cuddalore, delta districts of Tamil Nadu, Puducherry and Karaikal. Isolated heavy rain may occur over Kanyakumari and Tirunelveli districts of Tamil Nadu.DAY 2 (05th  December): Isolated heavy to very heavy rain would occur over Villupuram, Cuddalore, delta districts of Tamil Nadu, Puducherry and Karaikal. Isolated heavy rain may occur over Kanyakumari and Tirunelveli districts of Tamil Nadu.DAY 3 (06th  December): Isolated heavy to very heavy  rain would occur over South Coastal Tamil Nadu. Isolated heavy rain may occur over Kerala, Lakshadweep, North Coastal Tamil Nadu and Puducherry.DAY 4 (07th December): Isolated heavy to very heavy  rain would occur over South Coastal Tamil Nadu. Isolated heavy rain may occur over Kerala, Lakshadweep, North Coastal Tamil Nadu and Puducherry. "
217,arshyam,05 Dec 2015 00:06 ,"Kerala RTC to help Chennai Victims - TNSTC blog via SSCKerala RTC started its special operation for rescuing people affected by Rain floods in Chennai. A Package of 200 Ltrs water , 30 packets bread 15 kg banana by Thrissur Depot Engineer and Mechanical team. KSRTC Thrissur Depot Engineer Mr.Sunil Mannadi and his team Contributed Water and Food items for Chennai Victims. The bus is from Thrissur to Chennai for take back people by Free of cost. Its not for only Keralites, anyone can use this facility., the bus will stop enroute to drop pax at salem and coimbatore. A great Thanks from Team TNSTC Blog to those Kind hearted People. Like special buses carrying Food items and other needs is operated from Trivandrum, Ernakulam and Palakkad too. "
218,arshyam,05 Dec 2015 00:06 ,Passing the word for air passengers...Source
219,sastri,05 Dec 2015 00:07 ,"Situation has improved as of 04/12/2015 evening. Water level had started receding in many parts of the suburb and saidapet bridge was thrown open for public commuting. Suburban areas in South-West Chennai like Tambaram, Velachery, Mudichur, Koyambedu, Sholinganallur, OMR(IT-CORRIDOR), Kotturpuram, Saidapet, Guindy and Adyar are badly affected due to excess water which was let out from Chembarambakkam reservoir on 1/12/2015. Moreover Adyar river also originates from Chembarambakkam lake. Hence flooding of Adyar, Madhya Kailask, Kotturpuram, Saidapet, Nandanam, T.Nagar, Teynampet and Alwarpet  Meenambakam airport's TARMAC is also just adjacent to Porur lake which is also connected to Chembarambakkam lake. Hence the Runway's are flooded.Suburban areas in North Chennai like Royapuram, Tondiarpet, Egmore, Triplicane, Broadway aka Parry's Corner and George town had very minimal stagnation of water and it's almost dry as of 04/12/2015. Areas like Triplicane, Mylapore and Mandaveli have adequate storm water drains+ temple reservoirs which seems to have quenched the excess water and also these areas were planned and developed by MMDA prior to formulation of CMDA. Cooum-Buckingham canal is dead. It's nothing but a drainage reservoir. Water board authorities desilt cooum once in a blue moon. Even if they desilt prior to monsoon, it's nature of being a channelized drainage reservoir will block the outflow in no time. http://www.thehindu.com/news/cities/chennai/desilting-lags-pending-approvals/article7807799.ece"
